Link Type,Location Type,Title,Link,URL,PDF Size (bytes),Page Count,Text-based,Tagged,Notes,Equalify Scan Results
Box,News (ACF Field),SHARE WITH STUDENTS: Career Services Job Search Series &#8220;Interviewing Tips&#8221; on 10/24! (Field: intro_text_body),https://uofi.box.com/s/qfx9uksgi9h1qpn2shlx5811ax7x2mwa,https://advising-old.red.uic.edu/news-stories/share-with-students-career-services-job-search-series-interviewing-tips-on-10-24/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Nominate students to be Orientation Leaders for 2023! (Field: intro_text_body),https://uofi.box.com/s/bru198d3mnrev3vl4278ys0bo0xv3ve4,https://advising-old.red.uic.edu/news-stories/share-with-students-nominate-students-to-be-orientation-leaders-for-2023/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Venture Series &#8220;How to Start Your Business&#8221; from CBA on 11/1 (Field: intro_text_body),https://uofi.box.com/s/gh5q2n4ez49j7u8t4vqd7wy09m0ala5z,https://advising-old.red.uic.edu/news-stories/share-with-students-venture-series-how-to-start-your-business-from-cba-november-2022/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: College of Pharmacy Summer Undergraduate Research Fellowship (Field: intro_text_body),https://uofi.box.com/s/4i20ik3ubl10trd2xng4dtb4nvn0xk63,https://advising-old.red.uic.edu/news-stories/share-with-students-college-of-pharmacy-summer-undergraduate-research-fellowship/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Next &#8220;Grow Your Gap Year&#8221; Workshop on October 25th (Field: intro_text_body),https://uofi.box.com/s/ud41ensh5vxje94u3xh3lmtbxlhdrmnf,https://advising-old.red.uic.edu/news-stories/share-with-students-grow-your-gap-year-workshop-on-october-25th/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Heath Professions Forum starting on 10/20 in person! (Field: intro_text_body),https://uofi.box.com/s/0icpci83jzja155flo9227gdohwnzn1s,https://advising-old.red.uic.edu/news-stories/share-with-students-heath-professions-forum-starting-on-10-20-in-person/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Career Grownish &#8211; Salary Expectations and Negotiations on 10/19 (Field: intro_text_body),https://uofi.box.com/s/fjlatujixzuxcxizxs8uu7cgmlae5uy8,https://advising-old.red.uic.edu/news-stories/share-with-students-career-grownish-salary-expectations-and-negotiations-on-10-19/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: National Transfer Student Week 10/17-10/21 (Field: intro_text_body),https://uofi.box.com/s/cb8wf4m9c0tykk6qzrt2l4n1no2dlt6p,https://advising-old.red.uic.edu/news-stories/share-with-students-national-transfer-student-week-10-17-10-21/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),SHARE WITH STUDENTS: &#8220;Graduate School &#8211; Should I Wait or Should I Go?&#8221; Virtual Workshop on 10/12 (Field: intro_text_body),https://uofi.box.com/s/lpj99rnycs5ybtgsj3c1alj4pr8pb7z7,https://advising-old.red.uic.edu/news-stories/share-with-students-graduate-school-should-i-wait-or-should-i-go-virtual-workshop-on-10-12/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),FOR ADVISORS&#8217; INFORMATION: Undocumented Students Access &#8211; Panel and Resource Fair on 10/5 (Field: intro_text_body),https://uofi.box.com/s/i1dbdm8nm7xwik77sd5zghq6hmsild3v,https://advising-old.red.uic.edu/news-stories/for-advisors-information-undocumented-students-access-panel-and-resource-fair-on-10-5/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),SHARE WITH STUDENTS/PROFESSIONAL DEVELOPMENT: Fall 2022 WLRC Open House is September 21st! (Field: intro_text_body),https://uofi.box.com/s/niiy4yma5ujjto1xfklja0ol22tjzsxi,https://advising-old.red.uic.edu/news-stories/share-with-students-professional-development-fall-2022-wlrc-open-house-is-september-21st/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Rehabilitation Sciences Information Session on 9/21 (Field: intro_text_body),https://uofi.box.com/s/r648pfvjb1hvii5wavex873zgaddg7j3,https://advising-old.red.uic.edu/news-stories/share-with-students-rehabilitation-sciences-information-session-on-9-21/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Career Services&#8217;s JCPenney Suit-Up Event starts 9/12! (Field: intro_text_body),https://uofi.box.com/s/a426vbg7q9kmxw1lgvx4xd1o2qe8vfcg,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-career-servicess-jcpenney-suit-up-event-starts-9-12/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Career Services&#8217;s JCPenney Suit-Up Event starts 9/12! (Field: intro_text_body),https://uofi.box.com/s/a426vbg7q9kmxw1lgvx4xd1o2qe8vfcg</a>.,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-career-servicess-jcpenney-suit-up-event-starts-9-12/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: yiwfari2qvi6l8sb
Headers: {'date': 'Tue, 24 Jun 2025 16:12:04 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '132', 'box-request-id': '02cbeecefcf3eac1fbf9a523c6eb57b67', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),SHARE WITH STUDENTS: Student Success Units Open House on 9/7! Join us! (Field: intro_text_body),https://uofi.box.com/s/iqmponvqxwglny0vcozirysnq9yo9r14,https://advising-old.red.uic.edu/news-stories/share-with-students-student-success-units-open-house-on-9-7-join-us/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: AES Assistant Director of Recruitment and Outreach Position Available (Field: intro_text_body),https://uofi.box.com/s/eq5y4qkb70w8ldmpwg0kg8cwwsami9t1,https://advising-old.red.uic.edu/news-stories/professional-development-aes-assistant-director-of-recruitment-and-outreach-position-available/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Need an Online Class for Fall? Check Our Public Policy Courses! (Field: intro_text_body),https://uofi.box.com/s/8hhnhkv0nwydlkalgdfnzi87log5yib4,https://advising-old.red.uic.edu/news-stories/share-with-students-need-an-online-class-for-fall-check-our-public-policy-courses/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),"SHARE WITH STUDENTS: Fall 2022 US 202 &#8220;Social, Justice, Planning &amp; Cities&#8221; &#8211; Register now! (Field: intro_text_body)",https://uofi.box.com/s/aq823wwsi9inc8tolawnlyooh8vu75hf,https://advising-old.red.uic.edu/news-stories/share-with-students-fall-2022-us-202-social-justice-planning-cities-register-now/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: ACE seeking Peer Success Coaches &#8211; positions available! (Field: intro_text_body),https://uofi.box.com/s/72tk69dro0ugzkweub1viq2pues7sho7,https://advising-old.red.uic.edu/news-stories/share-with-students-ace-seeking-peer-success-coaches-positions-available/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC ArabAmCC Student Support (Field: intro_text_body),https://uofi.box.com/s/0nirwk35qebkl1sxo1xvrc54qtu0h8mg,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-arabamcc-student-support/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: iAdvise News and Tips &#8211; SAP is in iAdvise &#8211; Filter for students registered who have SAP Cancellations! (Field: intro_text_body),https://uofi.box.com/s/oltljq2x68trgg6jnb69xf54altetrxq,https://advising-old.red.uic.edu/news-stories/professional-development-sap-filters-for-registered/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: dq979bi2qvi8j7dq
Headers: {'date': 'Tue, 24 Jun 2025 16:12:07 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '195', 'box-request-id': '077eb293d382df64784a127ce3a23376b', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),SHARE WITH STUDENTS: Venture Series &#8220;How to Start Your Business&#8221; from CBA on 7/6 (Field: intro_text_body),https://uofi.box.com/s/mneulzmki0oshixb8949ol0hvb49zqg1,https://advising-old.red.uic.edu/news-stories/share-with-students-venture-series-how-to-start-your-business-from-cba-july-2022/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: NEW Fall 2022 Course CHE 150 Gen Ed &#8211; SEATS OPEN! (Field: intro_text_body),https://uofi.box.com/s/6rbodayt9pis7o70ucp7y926nn8ylf0x,https://advising-old.red.uic.edu/news-stories/share-with-students-new-fall-2022-course-che-150-gen-ed-seats-open/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: iAdvise News and Tips &#8211; Non-Cognitive Profiles being uploaded into iAdvise for incoming students! (Field: intro_text_body),https://uofi.box.com/s/6j0pzh737azv04n1pk0uyeafbq809gb9,https://advising-old.red.uic.edu/news-stories/professional-development-noncognitive-profiles-in-iadvise/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: svrnl4i2qvi9b160
Headers: {'date': 'Tue, 24 Jun 2025 16:12:09 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '167', 'box-request-id': '049bafbc9c485dc0b2036088a1918f658', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),"SHARE WITH STUDENTS: Summer 2022 US 202 &#8220;Social Justice, Planning, and Cities&#8221; &#8211; Seats Open! (Field: intro_text_body)",https://uofi.box.com/s/lrdfi9eazlg4mrk75irrqkt5k3chhwc3,https://advising-old.red.uic.edu/news-stories/share-with-students-summer-2022-us-202-social-justice-planning-and-cities-seats-open/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Rising Star Award Nominations are Open! (Field: intro_text_body),https://uofi.app.box.com/s/5v32h2m8p87hr4zgs8cuhm3346jmlg9f,https://advising-old.red.uic.edu/news-stories/professional-development-rising-star-award-nominations-are-open/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: gfacoji2qvi9t7u3
Headers: {'date': 'Tue, 24 Jun 2025 16:12:09 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '206', 'box-request-id': '01c644c9c3624a0ddabae45be443a31ba', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Rising Star Award Nominations are Open! (Field: intro_text_body),https://uofi.app.box.com/s/5v32h2m8p87hr4zgs8cuhm3346jmlg9f</a></p>,https://advising-old.red.uic.edu/news-stories/professional-development-rising-star-award-nominations-are-open/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: ur49wxi2qvia2y8e
Headers: {'date': 'Tue, 24 Jun 2025 16:12:10 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '137', 'box-request-id': '0c547e3133ef4c2964e18d5119aa7a3b5', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),"SHARE WITH STUDENTS/FOR ADVISORS&#8217; INFORMATION: Three upcoming WLRC Events &#8211; 4/18, 4/21/ and 4/27! (Field: intro_text_body)",https://uofi.box.com/s/8jvejv8nbjbzw392xavh1fkq2j3mr0h6,https://advising-old.red.uic.edu/news-stories/share-with-students-for-advisors-information-three-upcoming-wlrc-events-4-18-4-21-and-4-27/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),"SHARE WITH STUDENTS/FOR ADVISORS&#8217; INFORMATION: Three upcoming WLRC Events &#8211; 4/18, 4/21/ and 4/27! (Field: intro_text_body)",https://uofi.box.com/s/9uiq2mo8660zw09taqfbs5w5hb0zbasx,https://advising-old.red.uic.edu/news-stories/share-with-students-for-advisors-information-three-upcoming-wlrc-events-4-18-4-21-and-4-27/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),"SHARE WITH STUDENTS/FOR ADVISORS&#8217; INFORMATION: Three upcoming WLRC Events &#8211; 4/18, 4/21/ and 4/27! (Field: intro_text_body)",https://uofi.box.com/s/egs6u0oecxjuj40yg95c800va7yqq33k,https://advising-old.red.uic.edu/news-stories/share-with-students-for-advisors-information-three-upcoming-wlrc-events-4-18-4-21-and-4-27/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Summer 2022 HIST 114 &#8220;Dinomania&#8221; at the Field Museum (Field: intro_text_body),https://uofi.box.com/s/tump29vdo55fw5kqwm2mwpiez1jrfaex,https://advising-old.red.uic.edu/news-stories/share-with-students-summer-2022-hist-114-dinomania-at-the-field-museum/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS/PROFESSIONAL DEVELOPMENT: NASP and AANAPISI &#8220;Aloha from Hawai&#8217;i&#8221; Lecture on 4/14 (Field: intro_text_body),https://uofi.box.com/s/ym681w3a78c02eid6t0rhdeoepzqv9bz,https://advising-old.red.uic.edu/news-stories/share-with-students-professional-development-nasp-and-aanapisi-aloha-from-hawaii-lecture-on-4-14/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: New Minor in Instructional Design and Training (IDT) in Fall 2022 (Field: intro_text_body),https://uofi.box.com/s/t1ayo2jqi22iwdf0bb03l69zlmbjjrj6,https://advising-old.red.uic.edu/news-stories/share-with-students-new-minor-in-instructional-design-and-teaching-idt-in-fall-2022/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Breakthrough Tech Chicago Info including Summer 2022 Course (Field: intro_text_body),https://uofi.box.com/s/slb8dql441qpii9rt1v7etnvnzxrhn5n,https://advising-old.red.uic.edu/news-stories/share-with-students-breakthrough-tech-chicago-info-including-summer-2022-course/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: WLRC Women&#8217;s History Month Keynote Lecture on 3/29 (Field: intro_text_body),https://uofi.box.com/s/36sm6zv2jbvl8lv9s1rjagxnz1hl5c90,https://advising-old.red.uic.edu/news-stories/professional-development-wlrc-womens-history-month-keynote-lecture-on-3-29/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Student of Color Weekly Interpersonal Process Group (Field: intro_text_body),https://uofi.box.com/s/k43mb79m3w6plzphpbrpbf3elmvs17q9,https://advising-old.red.uic.edu/news-stories/share-with-students-student-of-color-weekly-interpersonal-process-group/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: L@s GANAS &#8211; Upcoming Events and Mentor/Mentee Applications! (Field: intro_text_body),https://uofi.box.com/s/ye471xc6nsuiwqs7tjlhy402j7sk8mhi,https://advising-old.red.uic.edu/news-stories/share-with-students-ls-ganas-upcoming-events-and-mentor-mentee-applications/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: L@s GANAS &#8211; Upcoming Events and Mentor/Mentee Applications! (Field: intro_text_body),https://uofi.box.com/s/3dt5qdx9gcnphqf5bc36sj27mtjjhtar,https://advising-old.red.uic.edu/news-stories/share-with-students-ls-ganas-upcoming-events-and-mentor-mentee-applications/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: L@s GANAS &#8211; Upcoming Events and Mentor/Mentee Applications! (Field: intro_text_body),https://uofi.box.com/s/pho63nurfpemtjzq4ih16dnfg3uh2wm4,https://advising-old.red.uic.edu/news-stories/share-with-students-ls-ganas-upcoming-events-and-mentor-mentee-applications/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Kinesiology Ambassador Peer Chats on 3/2 (Field: intro_text_body),https://uofi.box.com/s/b96f1l5s3gqk6r7e8ieaclmjcwwjzj9v,https://advising-old.red.uic.edu/news-stories/share-with-students-kinesiology-ambassador-peer-chats-on-3-2/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: WLRC&#8217;s next Feminisms Lunch Lectures Event on 3/2 (Field: intro_text_body),https://uofi.box.com/s/9p0e1jq5q7d22mhu3onnhlaco8dd3nyb,https://advising-old.red.uic.edu/news-stories/professional-development-wlrcs-next-feminisms-lunch-lectures-event-on-3-2/,,,,,Skipped: Box access failed - Box file is not a PDF,
